PassengerId,Survived,Pclass,Sex,Family_Survival,Baby,Lost child,IsWomanOrBaby,FamilySize,FareBin_Code,AgeBin_Code
132,0.0,3,0,0.5,0,0.0,0,0,0,0
133,0.0,3,1,0.5,0,0.0,1,1,2,3
134,1.0,2,1,0.5,0,0.0,1,1,3,1
135,0.0,2,0,0.5,0,0.0,0,0,2,1
136,0.0,2,0,0.5,0,0.0,0,0,2,1
137,1.0,1,1,0.5,0,0.0,1,2,3,0
138,0.0,1,0,1.0,0,0.0,0,1,4,3
139,0.0,3,0,0.0,0,0.0,0,0,1,0
140,0.0,1,0,0.0,0,0.0,0,0,4,1
141,0.0,3,1,0.0,0,0.0,1,2,2,2
142,1.0,3,1,0.5,0,0.0,1,0,0,0
143,1.0,3,1,0.0,0,0.0,1,1,2,1
144,0.0,3,0,0.5,0,0.0,0,0,0,0
145,0.0,2,0,0.5,0,0.0,0,0,2,0
146,0.0,2,0,1.0,0,0.0,0,2,3,0
147,1.0,3,0,0.5,0,0.0,0,0,0,1
148,0.0,3,1,0.0,0,0.0,1,4,3,0
149,0.0,2,0,1.0,0,0.0,0,2,3,3
150,0.0,2,0,0.5,0,0.0,0,0,2,3
151,0.0,2,0,0.5,0,0.0,0,0,2,3
152,1.0,1,1,0.0,0,0.0,1,1,4,0
153,0.0,3,0,0.5,0,0.0,0,0,1,3
154,0.0,3,0,0.5,0,0.0,0,2,2,3
155,0.0,3,0,0.5,0,0.0,0,0,0,1
156,0.0,1,0,0.5,0,0.0,0,1,4,3
157,1.0,3,1,0.5,0,0.0,1,0,0,0
158,0.0,3,0,0.5,0,0.0,0,0,1,1
159,0.0,3,0,0.5,0,0.0,0,0,1,1
160,0.0,3,0,0.0,1,3.2,1,10,4,0
161,0.0,3,0,0.5,0,0.0,0,1,2,3
162,1.0,2,1,0.5,0,0.0,1,0,2,3
163,0.0,3,0,0.5,0,0.0,0,0,0,1
164,0.0,3,0,0.0,0,0.0,0,0,1,0
165,0.0,3,0,0.0,1,2.6666666666666665,1,5,3,0
166,1.0,3,0,1.0,0,0.0,1,2,2,0
167,1.0,1,1,1.0,0,0.0,1,1,4,2
168,0.0,3,1,0.0,0,0.0,1,5,3,3
169,0.0,1,0,0.5,0,0.0,0,0,3,1
170,0.0,3,0,1.0,0,0.0,0,0,4,1
171,0.0,1,0,0.5,0,0.0,0,0,3,3
172,0.0,3,0,0.0,1,2.6666666666666665,1,5,3,0
173,1.0,3,1,1.0,1,0.0,1,2,2,0
174,0.0,3,0,0.5,0,0.0,0,0,1,0
175,0.0,1,0,0.5,0,0.0,0,0,3,3
176,0.0,3,0,0.5,0,0.0,0,2,0,0
177,0.0,3,0,0.0,1,2.0,1,4,3,0
178,0.0,1,1,0.5,0,0.0,1,0,3,3
179,0.0,2,0,0.5,0,0.0,0,0,2,1
180,0.0,3,0,1.0,0,0.0,0,0,0,2
181,0.0,3,1,0.0,0,0.0,1,10,4,0
182,0.0,2,0,0.5,0,0.0,0,0,2,1
183,0.0,3,0,1.0,0,1.6,1,6,3,0
184,1.0,2,0,1.0,1,1.3333333333333333,1,3,3,0
185,1.0,3,1,0.5,1,0.0,1,2,3,0
186,0.0,1,0,0.5,0,0.0,0,0,4,1
187,1.0,3,1,0.0,0,0.0,1,1,2,2
188,1.0,1,0,0.5,0,0.0,0,0,3,3
189,0.0,3,0,0.0,0,0.0,0,2,2,3
190,0.0,3,0,0.5,0,0.0,0,0,1,2
191,1.0,2,1,0.5,0,0.0,1,0,2,2
192,0.0,2,0,0.5,0,0.0,0,0,2,0
193,1.0,3,1,0.5,0,0.0,1,1,0,0
194,1.0,2,0,1.0,1,0.6666666666666666,1,2,3,0
195,1.0,1,1,0.5,0,0.0,1,0,3,3
196,1.0,1,1,1.0,0,0.0,1,0,4,3
197,0.0,3,0,0.5,0,0.0,0,0,0,1
198,0.0,3,0,0.5,0,0.0,0,1,1,3
199,1.0,3,1,0.5,0,0.0,1,0,0,0
200,0.0,2,1,0.5,0,0.0,1,0,2,1
201,0.0,3,0,0.5,0,0.0,0,0,1,1
202,0.0,3,0,0.0,0,0.0,0,10,4,1
203,0.0,3,0,0.5,0,0.0,0,0,0,2
204,0.0,3,0,0.5,0,0.0,0,0,0,3
205,1.0,3,0,0.5,0,0.0,0,0,1,0
206,0.0,3,1,0.0,1,0.0,1,1,1,0
207,0.0,3,0,1.0,0,0.0,0,1,2,2
208,1.0,3,0,0.0,0,0.0,0,0,2,1
209,1.0,3,1,0.5,0,0.0,1,0,0,0
210,1.0,1,0,0.5,0,0.0,0,0,3,3
211,0.0,3,0,0.0,0,0.0,0,0,0,1
212,1.0,2,1,0.5,0,0.0,1,0,2,2
213,0.0,3,0,0.5,0,0.0,0,0,0,0
214,0.0,2,0,0.5,0,0.0,0,0,2,1
215,0.0,3,0,0.5,0,0.0,0,1,0,1
216,1.0,1,1,1.0,0,0.0,1,1,4,2
217,1.0,3,1,0.5,0,0.0,1,0,1,1
218,0.0,2,0,1.0,0,0.0,0,1,3,3
219,1.0,1,1,0.5,0,0.0,1,0,4,2
220,0.0,2,0,1.0,0,0.0,0,0,1,1
221,1.0,3,0,0.5,0,0.0,0,0,1,0
222,0.0,2,0,0.5,0,0.0,0,0,2,1
223,0.0,3,0,0.5,0,0.0,0,0,1,3
224,0.0,3,0,0.5,0,0.0,0,0,1,1
225,1.0,1,0,1.0,0,0.0,0,1,4,3
226,0.0,3,0,0.5,0,0.0,0,0,1,0
227,1.0,2,0,0.5,0,0.0,0,0,1,0
228,0.0,3,0,0.5,0,0.0,0,0,0,0
229,0.0,2,0,0.5,0,0.0,0,0,2,0
230,0.0,3,1,0.0,0,0.0,1,4,3,0
231,1.0,1,1,0.0,0,0.0,1,1,4,2
232,0.0,3,0,0.5,0,0.0,0,0,0,1
233,0.0,2,0,0.5,0,0.0,0,0,2,3
234,1.0,3,1,1.0,1,0.0,1,6,3,0
235,0.0,2,0,0.5,0,0.0,0,0,1,1
236,0.0,3,1,0.5,0,0.0,1,0,0,0
237,0.0,2,0,0.5,0,0.0,0,1,3,3
238,1.0,2,1,1.0,0,0.0,1,2,3,0
239,0.0,2,0,0.5,0,0.0,0,0,1,0
240,0.0,2,0,0.5,0,0.0,0,0,2,2
241,0.0,3,1,0.0,0,0.0,1,1,2,0
242,1.0,3,1,1.0,0,0.0,1,1,2,0
243,0.0,2,0,0.5,0,0.0,0,0,1,1
244,0.0,3,0,0.5,0,0.0,0,0,0,0
245,0.0,3,0,0.5,0,0.0,0,0,0,1
246,0.0,1,0,1.0,0,0.0,0,2,4,3
247,0.0,3,1,0.5,0,0.0,1,0,0,1
248,1.0,2,1,1.0,0,0.0,1,2,2,1
249,1.0,1,0,1.0,0,0.0,0,2,4,3
250,0.0,2,0,0.0,0,0.0,0,1,3,3
251,0.0,3,0,0.5,0,0.0,0,0,0,1
252,0.0,3,1,0.0,0,0.0,1,2,1,1
253,0.0,1,0,0.5,0,0.0,0,0,3,3
254,0.0,3,0,0.0,0,0.0,0,1,2,1
255,0.0,3,1,0.0,0,0.0,1,2,2,3
256,1.0,3,1,0.5,0,0.0,1,2,2,1
257,1.0,1,1,0.5,0,0.0,1,0,4,2
258,1.0,1,1,1.0,0,0.0,1,0,4,1
259,1.0,1,1,1.0,0,0.0,1,0,4,2
260,1.0,2,1,1.0,0,0.0,1,1,3,3
261,0.0,3,0,0.5,0,0.0,0,0,0,1
262,1.0,3,0,1.0,1,1.6,1,6,3,0
263,0.0,1,0,1.0,0,0.0,0,2,4,3
264,0.0,1,0,0.5,0,0.0,0,0,0,3
265,0.0,3,1,0.5,0,0.0,1,0,0,0
266,0.0,2,0,0.5,0,0.0,0,0,1,2
267,0.0,3,0,0.0,0,0.0,0,5,3,0
268,1.0,3,0,0.5,0,0.0,0,1,0,1
269,1.0,1,1,0.0,0,0.0,1,1,4,3
270,1.0,1,1,1.0,0,0.0,1,0,4,2
271,0.0,1,0,1.0,0,0.0,0,0,3,1
272,1.0,3,0,0.0,0,0.0,0,0,0,1
273,1.0,2,1,1.0,0,0.0,1,1,2,3
274,0.0,1,0,0.5,0,0.0,0,1,3,3
275,1.0,3,1,0.5,0,0.0,1,0,0,0
276,1.0,1,1,1.0,0,0.0,1,1,4,3
277,0.0,3,1,0.5,0,0.0,1,0,0,3
278,0.0,2,0,0.0,0,0.0,0,0,0,1
279,0.0,3,0,0.0,0,2.6666666666666665,1,5,3,0
280,1.0,3,1,0.0,0,0.0,1,2,2,2
281,0.0,3,0,0.5,0,0.0,0,0,0,3
282,0.0,3,0,0.0,0,0.0,0,0,0,1
283,0.0,3,0,0.5,0,0.0,0,0,1,0
284,1.0,3,0,0.5,0,0.0,0,0,1,0
285,0.0,1,0,0.5,0,0.0,0,0,3,1
286,0.0,3,0,0.5,0,0.0,0,0,1,2
287,1.0,3,0,0.5,0,0.0,0,0,1,1
288,0.0,3,0,0.5,0,0.0,0,0,1,0
289,1.0,2,0,0.5,0,0.0,0,0,2,3
290,1.0,3,1,0.5,0,0.0,1,0,0,0
291,1.0,1,1,0.0,0,0.0,1,0,4,1
292,1.0,1,1,1.0,0,0.0,1,1,4,0
293,0.0,2,0,0.5,0,0.0,0,0,2,2
294,0.0,3,1,0.5,0,0.0,1,0,1,1
295,0.0,3,0,0.5,0,0.0,0,0,1,1
296,0.0,1,0,0.5,0,0.0,0,0,3,1
297,0.0,3,0,0.5,0,0.0,0,0,0,1
298,0.0,1,1,1.0,1,0.0,1,3,4,0
299,1.0,1,0,0.5,0,0.0,0,0,3,1
300,1.0,1,1,0.0,0,0.0,1,1,4,3
301,1.0,3,1,1.0,0,0.0,1,0,0,0
302,1.0,3,0,1.0,0,0.0,0,2,3,1
303,0.0,3,0,0.0,0,0.0,0,0,0,0
304,1.0,2,1,0.5,0,0.0,1,0,2,0
305,0.0,3,0,0.5,0,0.0,0,0,1,1
306,1.0,1,0,0.0,1,0.4,1,3,4,0
307,1.0,1,1,1.0,0,0.0,1,0,4,0
308,1.0,1,1,0.0,0,0.0,1,1,4,0
309,0.0,2,0,1.0,0,0.0,0,1,3,1
310,1.0,1,1,1.0,0,0.0,1,0,4,1
311,1.0,1,1,1.0,0,0.0,1,0,4,1
312,1.0,1,1,1.0,0,0.0,1,4,4,0
313,0.0,2,1,0.5,0,0.0,1,2,3,1
314,0.0,3,0,0.5,0,0.0,0,0,1,1
315,0.0,2,0,1.0,0,0.0,0,2,3,3
316,1.0,3,1,0.5,0,0.0,1,0,0,1
317,1.0,2,1,0.0,0,0.0,1,1,3,1
318,0.0,2,0,0.5,0,0.0,0,0,2,3
319,1.0,1,1,1.0,0,0.0,1,2,4,2
320,1.0,1,1,1.0,0,0.0,1,2,4,3
321,0.0,3,0,0.5,0,0.0,0,0,0,0
322,0.0,3,0,0.5,0,0.0,0,0,1,1
323,1.0,2,1,0.5,0,0.0,1,0,2,1
324,1.0,2,1,1.0,0,0.0,1,2,3,0
325,0.0,3,0,0.0,0,0.0,0,10,4,1
326,1.0,1,1,1.0,0,0.0,1,0,4,2
327,0.0,3,0,0.5,0,0.0,0,0,0,3
328,1.0,2,1,0.5,0,0.0,1,0,2,2
329,1.0,3,1,1.0,0,0.0,1,2,2,2
330,1.0,1,1,1.0,0,0.0,1,1,4,0
331,1.0,3,1,1.0,0,0.0,1,2,3,0
332,0.0,1,0,0.5,0,0.0,0,0,3,3
333,0.0,1,0,1.0,0,0.0,0,1,4,3
334,0.0,3,0,0.0,0,0.0,0,2,2,0
335,1.0,1,1,1.0,0,0.0,1,1,4,2
336,0.0,3,0,0.5,0,0.0,0,0,1,1
337,0.0,1,0,1.0,0,0.0,0,1,4,1
338,1.0,1,1,1.0,0,0.0,1,0,4,3
339,1.0,3,0,0.5,0,0.0,0,0,1,3
340,0.0,1,0,0.5,0,0.0,0,0,3,3
341,1.0,2,0,1.0,1,0.6666666666666666,1,2,3,0
342,1.0,1,1,1.0,0,0.0,1,5,4,1
343,0.0,2,0,0.5,0,0.0,0,0,2,1
344,0.0,2,0,0.5,0,0.0,0,0,2,1
345,0.0,2,0,0.5,0,0.0,0,0,2,2
346,1.0,2,1,0.5,0,0.0,1,0,2,1
347,1.0,2,1,0.5,0,0.0,1,0,2,3
348,1.0,3,1,0.5,0,0.0,1,1,2,2
349,1.0,3,0,1.0,1,0.6666666666666666,1,2,2,0
350,0.0,3,0,0.5,0,0.0,0,0,1,3
351,0.0,3,0,0.5,0,0.0,0,0,1,1
352,0.0,1,0,0.5,0,0.0,0,0,3,1
353,0.0,3,0,0.0,0,0.0,0,2,0,0
354,0.0,3,0,0.0,0,0.0,0,1,2,1
355,0.0,3,0,0.5,0,0.0,0,0,0,1
356,0.0,3,0,0.5,0,0.0,0,0,1,1
357,1.0,1,1,1.0,0,0.0,1,1,4,0
358,0.0,2,1,0.5,0,0.0,1,0,2,3
359,1.0,3,1,0.5,0,0.0,1,0,1,0
360,1.0,3,1,0.5,0,0.0,1,0,1,0
361,0.0,3,0,0.0,0,0.0,0,5,3,3
362,0.0,2,0,0.5,0,0.0,0,1,3,1
363,0.0,3,1,0.0,0,0.0,1,1,2,3
364,0.0,3,0,0.5,0,0.0,0,0,0,2
365,0.0,3,0,1.0,0,0.0,0,1,2,1
366,0.0,3,0,0.5,0,0.0,0,0,0,1
367,1.0,1,1,0.5,0,0.0,1,1,4,3
368,1.0,3,1,0.5,0,0.0,1,0,0,2
369,1.0,3,1,0.5,0,0.0,1,0,0,0
370,1.0,1,1,1.0,0,0.0,1,0,4,1
371,1.0,1,0,0.5,0,0.0,0,1,4,1
372,0.0,3,0,0.5,0,0.0,0,1,0,0
373,0.0,3,0,0.5,0,0.0,0,0,1,0
374,0.0,1,0,1.0,0,0.0,0,0,4,0
375,0.0,3,1,0.0,1,0.0,1,4,2,0
376,1.0,1,1,0.0,0,0.0,1,1,4,2
377,1.0,3,1,0.5,0,0.0,1,0,0,0
378,0.0,1,0,0.5,0,0.0,0,2,4,1
379,0.0,3,0,0.5,0,0.0,0,0,0,0
380,0.0,3,0,0.5,0,0.0,0,0,0,0
381,1.0,1,1,1.0,0,0.0,1,0,4,3
382,1.0,3,1,1.0,1,0.0,1,2,2,0
383,0.0,3,0,0.5,0,0.0,0,0,1,2
384,1.0,1,1,0.0,0,0.0,1,1,4,2
385,0.0,3,0,0.5,0,0.0,0,0,1,1
386,0.0,2,0,0.0,0,0.0,0,0,4,0
387,0.0,3,0,0.0,1,2.0,1,7,4,0
388,1.0,2,1,0.5,0,0.0,1,0,2,2
389,0.0,3,0,0.5,0,0.0,0,0,0,1
390,1.0,2,1,0.5,0,0.0,1,0,2,0
391,1.0,1,0,1.0,0,0.0,0,3,4,2
392,1.0,3,0,0.5,0,0.0,0,0,0,0
393,0.0,3,0,0.0,0,0.0,0,2,1,1
394,1.0,1,1,1.0,0,0.0,1,1,4,1
395,1.0,3,1,1.0,0,0.0,1,2,2,1
396,0.0,3,0,0.5,0,0.0,0,0,0,0
397,0.0,3,1,0.0,0,0.0,1,0,0,2
398,0.0,2,0,0.0,0,0.0,0,0,3,3
399,0.0,2,0,0.5,0,0.0,0,0,1,1
400,1.0,2,1,0.5,0,0.0,1,0,2,1
401,1.0,3,0,0.5,0,0.0,0,0,1,3
402,0.0,3,0,0.5,0,0.0,0,0,1,1
403,0.0,3,1,0.0,0,0.0,1,1,1,0
404,0.0,3,0,1.0,0,0.0,0,1,2,1
405,0.0,3,1,0.0,0,0.0,1,0,1,0
406,0.0,2,0,0.5,0,0.0,0,1,2,2
407,0.0,3,0,0.5,0,0.0,0,0,0,3
408,1.0,2,0,1.0,1,0.6666666666666666,1,2,2,0
409,0.0,3,0,0.5,0,0.0,0,0,0,0
410,0.0,3,1,0.0,0,0.0,1,4,3,0
411,0.0,3,0,0.5,0,0.0,0,0,1,1
412,0.0,3,0,0.5,0,0.0,0,0,0,1
413,1.0,1,1,0.0,0,0.0,1,1,4,2
414,0.0,2,0,0.0,0,0.0,0,0,0,1
415,1.0,3,0,0.5,0,0.0,0,0,1,3
416,0.0,3,1,0.5,0,0.0,1,0,1,2
417,1.0,2,1,0.5,0,0.0,1,2,3,2
418,1.0,2,1,0.5,0,0.0,1,2,2,0
419,0.0,2,0,0.5,0,0.0,0,0,2,1
420,0.0,3,1,0.0,0,0.0,1,2,3,0
421,0.0,3,0,0.5,0,0.0,0,0,1,1
422,0.0,3,0,0.5,0,0.0,0,0,0,0
423,0.0,3,0,0.5,0,0.0,0,0,1,1
424,0.0,3,1,0.0,0,0.0,1,2,2,1
425,0.0,3,0,0.0,0,0.0,0,2,2,0
426,0.0,3,0,0.5,0,0.0,0,0,0,1
427,1.0,2,1,0.5,0,0.0,1,1,3,1
428,1.0,2,1,0.0,0,0.0,1,0,3,0
429,0.0,3,0,0.5,0,0.0,0,0,0,1
430,1.0,3,0,0.5,0,0.0,0,0,1,2
431,1.0,1,0,0.5,0,0.0,0,0,3,1
432,1.0,3,1,0.0,0,0.0,1,1,2,2
433,1.0,2,1,0.5,0,0.0,1,1,3,3
434,0.0,3,0,0.5,0,0.0,0,0,0,0
435,0.0,1,0,1.0,0,0.0,0,1,4,3
436,1.0,1,1,1.0,0,0.0,1,3,4,0
437,0.0,3,1,0.0,0,0.0,1,4,3,0
438,1.0,2,1,1.0,0,0.0,1,5,2,1
439,0.0,1,0,1.0,0,0.0,0,5,4,3
440,0.0,2,0,0.5,0,0.0,0,0,1,2
441,1.0,2,1,1.0,0,0.0,1,2,3,3
442,0.0,3,0,0.5,0,0.0,0,0,1,0
443,0.0,3,0,0.5,0,0.0,0,1,0,1
444,1.0,2,1,0.5,0,0.0,1,0,2,1
445,1.0,3,0,0.5,0,0.0,0,0,1,1
446,1.0,1,0,0.5,1,0.0,1,2,4,0
447,1.0,2,1,1.0,0,0.0,1,1,2,0
448,1.0,1,0,0.5,0,0.0,0,0,3,2
449,1.0,3,1,1.0,1,0.0,1,3,2,0
450,1.0,1,0,0.5,0,0.0,0,0,3,3
451,0.0,2,0,1.0,0,0.0,0,3,3,2
452,0.0,3,0,0.0,0,0.0,0,1,2,1
453,0.0,1,0,0.5,0,0.0,0,0,3,1
454,1.0,1,0,1.0,0,0.0,0,1,4,3
455,0.0,3,0,0.5,0,0.0,0,0,1,1
456,1.0,3,0,0.5,0,0.0,0,0,1,1
457,0.0,1,0,0.5,0,0.0,0,0,3,3
458,1.0,1,1,0.5,0,0.0,1,1,4,2
459,1.0,2,1,0.5,0,0.0,1,0,1,3
460,0.0,3,0,0.5,0,0.0,0,0,0,1
461,1.0,1,0,0.5,0,0.0,0,0,3,3
462,0.0,3,0,0.5,0,0.0,0,0,1,2
463,0.0,1,0,0.5,0,0.0,0,0,3,3
464,0.0,2,0,0.5,0,0.0,0,0,2,3
465,0.0,3,0,0.5,0,0.0,0,0,1,1
466,0.0,3,0,0.5,0,0.0,0,0,0,3
467,0.0,2,0,0.0,0,0.0,0,0,0,1
468,0.0,1,0,0.5,0,0.0,0,0,3,3
469,0.0,3,0,0.5,0,0.0,0,0,0,1
470,1.0,3,1,1.0,1,0.0,1,3,2,0
471,0.0,3,0,0.5,0,0.0,0,0,0,1
472,0.0,3,0,0.0,0,0.0,0,0,1,3
473,1.0,2,1,1.0,0,0.0,1,3,3,2
474,1.0,2,1,0.5,0,0.0,1,0,2,1
475,0.0,3,1,0.5,0,0.0,1,0,1,0
476,0.0,1,0,0.0,0,0.0,0,0,4,1
477,0.0,2,0,1.0,0,0.0,0,1,2,2
478,0.0,3,0,0.5,0,0.0,0,1,0,1
479,0.0,3,0,0.5,0,0.0,0,0,0,0
480,1.0,3,1,0.5,1,0.0,1,1,2,0
481,0.0,3,0,0.0,0,2.0,1,7,4,0
482,0.0,2,0,0.5,0,0.0,0,0,0,1
483,0.0,3,0,0.5,0,0.0,0,0,1,3
484,1.0,3,1,0.5,0,0.0,1,0,1,3
485,1.0,1,0,1.0,0,0.0,0,1,4,1
486,0.0,3,1,0.0,0,0.0,1,4,3,0
487,1.0,1,1,1.0,0,0.0,1,1,4,2
488,0.0,1,0,0.5,0,0.0,0,0,3,3
489,0.0,3,0,0.5,0,0.0,0,0,1,1
490,1.0,3,0,1.0,0,0.6666666666666666,1,2,2,0
491,0.0,3,0,0.0,0,0.0,0,1,2,1
492,0.0,3,0,0.5,0,0.0,0,0,0,0
